,id,field_identifier,name,field_alternate_name,field_name_arabic,field_alternate_name_arabic,field_cat_date_begin,field_cat_date_end,field_biography,field_affiliated_country,field_occupation,field_affiliated_language,field_facebook_id,field_facebook_title,field_twitter_id,field_twitter_title,field_instagram_id,field_instagram_title,field_youtube_channel_id,field_youtube_channel_id_title
589,589,000a597,Muna al-Sheemi,,,,,,"Muna al-Sheemi is an Egyptian writer. Although she studied archaeology at Cairo University and currently works as a history teacher, she has led a prolific creative writing career, and has written several novels and short stories, with some of her works appearing in  leading Arab newspapers and magazines such as Al-Watan, Akhbar al-Adab, and Al-Arabi. Al-Sheemi has also earned several awards and nominations recognizing the quality of her work. <b>Awards</b><br>Egyptian General Authority for Cultural Palaces Prize, 2004; Story Club Prize, 2004; BBC radio prize ",Egypt,Novelist|Short Story Writer,,,,,,,,,
590,590,000a598,Lina Huyan Elhassan,,,,,,"Lina Huyam Elhassan is a Syrian novelist, poet, and journalist. She studied philosophy from Damascus University and has worked as a journalist for various Arab news channels and magazines since 2003, alongside leading a prolific writing career; she has published works of both fiction and non-fiction, including novels, poetry collections, and academic studies on the Syrian geopolitical landscape. ",Syria,Novelist|Poet|Journalist,Arabic,,,,,,,,
591,591,000a599,Raeda Taha,,,,,,"Raeda Taha is a Palestinian writer, actress, and playwright. Born in Jerusalem and raised in Beirut, she studied speech communication and journalism at George Mason University, and has earned renown for her efforts as a playwright: she has written, produced, and acted in several stage plays, several of which have toured internationally. Raeda has also published several short stories and a memoir. ",Palestine|United States,Script Writer|Short Story Writer|Memoirist,Arabic|English,,,,,,,,
592,592,000a600,Laila Soliman,,,,,,"Laila Soliman is an Egyptian playwright. Born in Cairo, she studied theatre and Arabic literature at Cairo University, where she earned her BA, and later earned her MA in theater from the Amsterdam University of the Arts. She has helmed several stage plays in Cairo, and has presented her work across both the Arab world and Europe at stage festivals and special exhibitions. Her plays have also been published in written collections. ",Egypt,Script Writer,Arabic|English,,,,,,,,
593,593,000a601,Yasmeen Emam,Yasmeen Shaghaf|Yasmine Imam,,,,,"Yasmeen Emam is an Egyptian playwright and short story writer. Born in Zagazig, she completed her education at Zagazig University in 2005, writing short stories during her time as a student and turning to professional playwriting in 2010. Many of her plays have been selected for presentation at literary festivals across Cairo, with some being presented on Egyptian radio channels; she has also published a collection of short stories. Emam has won and been nominated for several awards over the course of her career, and continues to be a staple on the Egyptian theatrical stage.<b>Awards</b><br>Central Literary Competition, 2013; Valley House Short Story Competition, 2014; Best Rising Author for Team Writing, 2015",Egypt,Script Writer|Short Story Writer,Arabic,,,,,,,,
594,594,000a602,Dalia Taha,,,,,,"Dalia Taha is a Palestinian poet and playwright. Born in Berlin and raised in Ramallah, she holds an MFA from Brown University and is currently under commission of the Royal Court Theatre. Taha has accordingly led a vibrant literary career, having written several plays, one novel, and two poetry collections, with many of her poems being translated to various languages. ",Palestine|Germany|United States,Script Writer|Novelist|Short Story Writer,Arabic|English,,,,,,,,
595,595,000a603,Sabah Sanhouri ,Sabah Babiker Ibraheem Sanhouri,,,,,"Sabah Sanhouri is a Sudanese short story writer, poet, essayist, and novelist. Born in Khartoum, she is best known for her short stories, which have been translated into several languages and have been published on various international platforms, with others being adapted for film. Sanhouri also works as a mentor for young Sudanese writers under the #OneDayFiction project, which she herself founded in 2016 with the aim of providing creative opportunities and outlets to disadvantaged youth. <b>Awards</b><br>Tayeb Saleh first edition award, 2009",Sudan,Short Story Writer|Poet|Essayist|Novelist|Activist,Arabic|English,,,,,,,,
596,596,000a604,Momtaza Mehri,,,,,,"Momtaza Mehri is a Somali-British poet and essayist. She began writing poetry professionally in 2014, and her work has appeared in several high-profile publications, including VOGUE, DAZED, BuzzFeed, and BBC Radio 4, among others. In 2018, she was named the Young People’s Laureate of London, where she is currently based and is training as a biomedical scientist.",Somalia|United Kingdom,Poet|Essayist,English,,,,,,,,
597,597,000a605,Layla Balabaki,,,,,,"Layla Balabakki is a Lebanese novelist, journalist, short story writer, and activist. Born and raised in Beirut, she studied literature at Beirut Jesuit University, and began her literary career by writing fiction: her first novel was published when she was 22, and was quickly followed-up by a collection of short stories, but due to the erotic content of some of these stories, Balabakki was charged by the Lebanese authorities with obscenity. Though these charges were later dropped, it marked the end of Balabakki’s career in fiction; she has spent the rest of her writing career working as a journalist for various news outlets in Beirut. ",Lebanon,Novelist|Journalist|Short Story Writer|Activist,Arabic,,,,,,,,
598,598,000a606,Saeida Rouass,,,,,,"Saeida Rouass is a British-Moroccan novelist and activist. Born and raised in London, she is of Moroccan heritage and spent many years working as a project manager for various NGOs and charities worldwide, and currently works in the field of international development and security in the Middle East. Rouass has also had a successful writing career, with two novels to her name. ",Morocco|United Kingdom,Novelist|Activist,English,,,,,,,,
599,599,000a608,Karima Ahdad,,كريمة حداد,,,,"Karima Ahdad is a journalist, producer, and author whose work examines both contemporary politics and feminist causes across the Middle East. Born in Morocco, she grew up in an environment frequently hostile to female autonomy and agency, and uses her writing, both fiction and non-fiction, to challenge this. Ahdad writes for various Arab newspapers, including Al Massae and Akhbar Alyaoum, and news-lifestyle websites DW Arabic and Maghreb Voices alongside working as a reporter for TRT Arabi in Istanbul. She has also published a short story collection titled Nazif Akhar Alholm and a novel titled Banat Assabbar (Cactus Girls). ",Morocco|Turkey,Social Media Writer|Journalist|Author|Producer|Activist,Arabic|English,,,https://twitter.com/karimaahdad,twitter,https://instagram.com/karima_ahdad,instagram,,
600,600,000a609,Fedwa Misk,,فدوة مسك,,,,"Fedwa Misk is a writer and women’s rights activist whose work aims to both highlight the sociopolitical struggles faced by women in conservative patriarchal societies across the Middle East and uplift women’s voices. In her early years, Misk worked as a freelance journalist for various Arab and foreign newspapers, and her participation in Morocco’s 2011 February 20 Movement led her to found Qandisha, an online French-language magazine that examines contemporary sociopolitical events in the Arab world and highlights the voices of women writers. The magazine has frequently come under fire for its coverage of controversial topics, such as women’s rights and homosexuality. ",Morocco,Author|Activist,French,,,,,https://instagram.com/Fedwa_Misk,,,
601,601,000a611,Islah Jad,Hosnia Jad (Birth Name) ,إصلاح جاد,حسنية جاد,,,"Islah Jad is a scholar and activist whose work concerns contemporary Palestinian gender relations, women’s empowerment, and nationalism. She has studied at the University of Cairo, as well as the University of Nantes, and earned her PhD in political science and development studies from the University of London, allowing her to gain a global education that has shaped her approach to both teaching and activism. She has written numerous significant articles on women’s and gender studies over the course of her career, and has also worked with the United Nations and other prominent organizations to provide aid to women and children in Palestine. Jad currently works as an associate professor at Birzeit University, where she founded the Institute of Women’s Studies. ",Egypt|Palestine|France|England,Literary Critic|Activist,English|Arabic,,,,,,,,
602,602,000a612,Suad Joseph,,سعاد جوسيف,,,,"Born in Lebanon in 1943, Joseph’s family moved to Cortland, New York in her early childhood where she completed her schooling and achieved her undergraduate education at the State University of New York, Cortland. Joseph then achieved a doctoral degree in anthropology from Columbia University in 1975. Joseph is currently a Professor of Anthropology with a focus in Women and Gender Studies at the University of California, Davis. She is also the founder of various research groups, such as the Middle East Section of the American Anthropological Association, the Arab Families Working Group, and the Association for Middle East Women’s Studies.<b>Awards</b><br>UC Davis Distinguished Scholarly Public Service Award, 2004; UC Davis Chancellor's Achievement Award for Diversity and Community, 2012; UC Davis Excellence in Teaching Prize, 2014",Lebanon|United States,Editor|Anthropologist|Activist,English|Arabic,,,,,,,,
603,603,000a613,Louise Cainkar,,لويز كينكار,,,,Louise Cainkar is a scholar working as a Associate Professor at Marquette University. She received her PhD from Northwestern University. Cainkar is the President of the Arab American Studies Association and the treasurer of the Association for Middle East Women’s Studies.,United States,Scholar,English,,,,,,,,
604,604,000a615,Hasna Reda-Mekdashi,Hasna Reda-Mekdassi,حسناء رضا مقدشي,,,,"Hasna Reda-Mekdashi is a Lebanese publisher and writer whose work is primarily concerned with highlighting the works of Arab women writers. She has worked as the director of Dar al-Fata al-Arabi, an Arab children’s literature publishing house, and the managing director of Nour, a foundation for the study and expansion of Arab women’s research in Cairo. Additionally, she founded the Nour Quarterly Journal, which reviews and promotes books written by Arab women, and also played an active role in established the very first Arab women’s book fair in Cairo in 1995. ",Lebanon|Egypt,Publisher|Editor,Arabic|English,,,,,,,,
